36143;7;69
32186;7;100
32188;7;188
32189;7;306
32191;7;184
36606;7;78
32193;7;130
32237;7;50
34271;7;40
32244;7;726
32248;7;11
32278;7;26
32610;7;81
32615;7;2418
33225;7;1266
33236;7;1264
34259;7;35
34265;7;138
34273;7;1894
36145;7;401
36162;7;570
36608;7;124
9;7;35
1087;39;66
1087;12;1517
1087;40;14
1087;13;88
1087;11;25
1087;14;139
1087;44;2126059520
11763;39;26
11763;12;804
11763;40;4
11763;18;3
11763;13;14
11763;11;8
11763;14;1
11763;16;3
11763;44;24065218
45;39;39
45;12;1681
45;18;4
45;13;40
45;11;40
45;15;2
45;16;2
45;44;3650741504
54;39;651
54;12;77139
54;40;440
54;18;35
54;13;1895
54;11;1761
54;14;784
54;16;35
54;44;1242626048
62;39;16
62;12;5988
62;40;16
62;13;145
62;11;25
62;14;14
62;44;1574936960
88;39;119
88;12;1971
88;40;4
88;18;5
88;13;62
88;11;59
88;14;15
88;16;5
88;44;2712896512
90;39;1
90;12;590
90;40;12
90;13;21
90;11;2
90;44;1122393600
91;39;6160
91;12;752080
91;40;131
91;18;1
91;13;42354
91;11;42335
91;14;6093
91;16;1
91;44;481961536
94;39;85
94;12;5757
94;40;68
94;18;4
94;13;148
94;11;108
94;14;242
94;16;4
94;44;264949840
101;39;502
101;12;45489
101;40;114
101;18;2
101;13;1045
101;11;464
101;15;1
101;14;1331
101;16;1
101;44;3546060800
1351;39;20
1351;12;30721
1351;40;76
1351;18;1
1351;13;646
1351;11;41
1351;14;441
1351;16;1
1351;44;918269696
1353;39;1
1353;12;50
1353;40;452
1353;13;3
1353;11;3
1353;44;87886888
1781;39;128
1781;12;16233
1781;40;3
1781;18;3
1781;13;487
1781;11;377
1781;15;1
1781;14;1
1781;16;2
1781;44;136130848
1783;39;2
1783;12;359
1783;40;3
1783;13;14
1783;11;14
1783;14;3
1783;44;1930897920
7991;39;116
7991;12;2175
7991;40;60
7991;18;7
7991;13;74
7991;11;74
7991;14;37
7991;16;7
7991;44;3837471488
7992;39;52
7992;12;1309
7992;40;67
7992;18;17
7992;13;50
7992;11;36
7992;14;34
7992;16;17
7992;44;867954816
7993;39;38
7993;12;2596
7993;40;100
7993;18;36
7993;13;75
7993;11;20
7993;14;25
7993;16;36
7993;44;1361863168
7995;39;45
7995;12;1090
7995;40;76
7995;13;54
7995;11;42
7995;14;116
7995;44;2389925632
8094;39;24
8094;12;334
8094;40;6
8094;18;1
8094;13;12
8094;11;12
8094;14;10
8094;16;1
8094;44;2720833280
8096;39;65
8096;12;1622
8096;40;105
8096;18;1
8096;13;39
8096;11;39
8096;14;72
8096;16;1
8096;44;575383936
8101;39;34
8101;12;411
8101;40;38
8101;13;13
8101;11;13
8101;14;34
8101;44;3899327744
8162;39;8
8162;12;114
8162;40;1
8162;18;1
8162;13;7
8162;11;7
8162;14;5
8162;16;1
8162;44;3111747840
8168;39;56
8168;12;1181
8168;40;74
8168;18;2
8168;13;28
8168;11;22
8168;14;28
8168;16;2
8168;44;3195854592
8170;39;46
8170;12;1059
8170;40;26
8170;18;1
8170;13;27
8170;11;19
8170;14;10
8170;16;1
8170;44;2382998016
8195;39;3658
8195;12;139681
8195;40;479
8195;18;22
8195;13;5019
8195;11;4976
8195;15;10
8195;14;1714
8195;16;12
8195;44;347345504
8197;39;47
8197;12;1004
8197;40;25
8197;18;2
8197;13;27
8197;11;27
8197;14;56
8197;16;2
8197;44;457652640
8203;39;244
8203;12;3712
8203;40;64
8203;18;2
8203;13;89
8203;11;89
8203;14;38
8203;16;2
8203;44;491095648
8323;39;35
8323;12;4010
8323;40;1
8323;18;1
8323;13;71
8323;11;71
8323;16;1
8323;44;2761569536
8395;39;27
8395;12;4731
8395;40;1
8395;18;1
8395;13;131
8395;11;105
8395;15;1
8395;14;1
8395;44;1124973696
8436;39;91
8436;12;1419
8436;40;47
8436;13;66
8436;11;50
8436;14;86
8436;44;825343744
8543;39;32
8543;12;510
8543;40;71
8543;18;1
8543;13;21
8543;11;21
8543;14;41
8543;16;1
8543;44;1213584640
8567;39;108
8567;12;241
8567;40;1
8567;18;3
8567;13;13
8567;11;13
8567;14;1
8567;16;3
8567;44;1016275712
8569;39;24
8569;12;389
8569;40;1
8569;18;2
8569;13;12
8569;11;12
8569;16;2
8569;44;2162929152
8570;39;16
8570;12;184
8570;40;6
8570;18;2
8570;13;8
8570;11;8
8570;14;2
8570;16;2
8570;44;3156137728
8571;39;19
8571;12;292
8571;40;1
8571;18;1
8571;13;12
8571;11;12
8571;14;1
8571;16;1
8571;44;1171516416
8657;39;20
8657;12;152
8657;40;3
8657;18;1
8657;13;8
8657;11;8
8657;16;1
8657;44;3707168768
8660;39;116
8660;12;1121
8660;40;1
8660;18;1
8660;13;36
8660;11;36
8660;16;1
8660;44;114301152
9544;39;1
9544;12;590
9544;40;12
9544;13;21
9544;11;2
9544;44;713372480
9545;39;1
9545;12;695
9545;40;12
9545;13;24
9545;11;2
9545;44;1942197888
10441;39;1
10441;12;590
10441;40;12
10441;13;21
10441;11;2
10441;44;4077651712
11010;39;51
11010;12;705
11010;40;15
11010;13;47
11010;11;31
11010;14;48
11010;44;4033445888
11400;39;39
11400;12;1074
11400;40;6
11400;13;53
11400;11;39
11400;14;59
11400;44;3474430208
11549;39;1178
11549;12;19973
11549;40;1050
11549;18;32
11549;13;909
11549;11;879
11549;15;1
11549;14;921
11549;16;31
11549;44;3391696640
11551;39;12
11551;12;527
11551;40;52
11551;13;8
11551;11;2
11551;14;23
11551;44;194668480
11563;39;64
11563;12;925
11563;40;45
11563;13;36
11563;11;30
11563;14;66
11563;44;999873600
11629;39;81
11629;12;1128
11629;40;4
11629;18;3
11629;13;41
11629;11;35
11629;14;1
11629;16;3
11629;44;3904646912
11641;39;313
11641;12;2881
11641;40;4
11641;18;3
11641;13;92
11641;11;86
11641;14;1
11641;16;3
11641;44;476670304
11681;39;49
11681;12;1059
11681;40;4
11681;18;3
11681;13;29
11681;11;23
11681;14;1
11681;16;3
11681;44;2359470336
11684;39;25
11684;12;727
11684;40;4
11684;18;3
11684;13;12
11684;11;6
11684;14;1
11684;16;3
11684;44;3970848000
11686;39;24
11686;12;752
11686;40;4
11686;18;3
11686;13;18
11686;11;12
11686;14;1
11686;16;3
11686;44;1875580032
11689;39;76
11689;12;1392
11689;40;4
11689;18;3
11689;13;39
11689;11;33
11689;14;1
11689;16;3
11689;44;2792034816
11691;39;38
11691;12;856
11691;40;4
11691;18;3
11691;13;25
11691;11;19
11691;14;1
11691;16;3
11691;44;3862048512
11693;39;46
11693;12;814
11693;40;4
11693;18;3
11693;13;19
11693;11;13
11693;14;1
11693;16;3
11693;44;3676428544
11698;39;14
11698;12;662
11698;40;4
11698;18;3
11698;13;13
11698;11;7
11698;14;1
11698;16;3
11698;44;2488459264
11700;39;66
11700;12;1043
11700;40;4
11700;18;3
11700;13;25
11700;11;19
11700;14;1
11700;16;3
11700;44;190992352
11702;39;56
11702;12;1007
11702;40;4
11702;18;3
11702;13;29
11702;11;23
11702;14;1
11702;16;3
11702;44;234523184
11704;39;257
11704;12;2573
11704;40;4
11704;18;3
11704;13;90
11704;11;84
11704;14;1
11704;16;3
11704;44;3921517568
11725;39;35
11725;12;816
11725;40;4
11725;18;3
11725;13;18
11725;11;12
11725;14;1
11725;16;3
11725;44;399010848
11727;39;307
11727;12;3357
11727;40;4
11727;18;3
11727;13;86
11727;11;80
11727;14;1
11727;16;3
11727;44;1671343488
11734;39;170
11734;12;2162
11734;40;4
11734;18;3
11734;13;77
11734;11;71
11734;14;1
11734;16;3
11734;44;3443472128
11745;39;192
11745;12;2329
11745;40;4
11745;18;3
11745;13;61
11745;11;55
11745;14;1
11745;16;3
11745;44;423487392
11755;39;27
11755;12;725
11755;40;4
11755;18;3
11755;13;14
11755;11;8
11755;14;1
11755;16;3
11755;44;857239232
11757;39;96
11757;12;843
11757;40;4
11757;18;3
11757;13;18
11757;11;12
11757;14;1
11757;16;3
11757;44;1643683456
11759;39;28
11759;12;692
11759;40;4
11759;18;3
11759;13;12
11759;11;6
11759;14;1
11759;16;3
11759;44;3051660800
11761;39;17
11761;12;681
11761;40;4
11761;18;3
11761;13;11
11761;11;5
11761;14;1
11761;16;3
11761;44;1149371008
11765;39;128
11765;12;1692
11765;40;4
11765;18;3
11765;13;54
11765;11;48
11765;14;1
11765;16;3
11765;44;560791360
11801;39;263
11801;12;1259
11801;40;4
11801;18;3
11801;13;34
11801;11;28
11801;14;1
11801;16;3
11801;44;1512094592
11814;39;25
11814;12;689
11814;40;4
11814;18;3
11814;13;11
11814;11;5
11814;14;1
11814;16;3
11814;44;109042752
11817;39;19
11817;12;719
11817;40;4
11817;18;3
11817;13;12
11817;11;6
11817;14;1
11817;16;3
11817;44;1365641856
11819;39;29
11819;12;801
11819;40;4
11819;18;3
11819;13;14
11819;11;8
11819;14;1
11819;16;3
11819;44;3066235648
11821;39;20
11821;12;722
11821;40;4
11821;18;3
11821;13;14
11821;11;8
11821;14;1
11821;16;3
11821;44;4288452864
11823;39;34
11823;12;785
11823;40;4
11823;18;3
11823;13;14
11823;11;8
11823;14;1
11823;16;3
11823;44;3275372288
12403;39;63
12403;12;941
12403;40;4
12403;18;3
12403;13;23
12403;11;17
12403;14;1
12403;16;3
12403;44;2098789120
12456;39;822
12456;12;33862
12456;40;695
12456;18;12
12456;13;1127
12456;11;1102
12456;15;2
12456;14;1231
12456;16;10
12456;44;2905308672
12790;39;1
12790;12;590
12790;40;12
12790;13;21
12790;11;2
12790;44;2680724480
13928;39;2141
13928;12;57627
13928;40;1383
13928;18;4
13928;13;2388
13928;11;1473
13928;15;1
13928;14;2050
13928;16;3
13928;44;763156032
16315;39;14
16315;12;1103
16315;18;1
16315;13;38
16315;11;35
16315;16;1
16315;44;1731918592
16653;39;332
16653;12;28504
16653;40;156
16653;18;2
16653;13;1041
16653;11;1028
16653;14;60
16653;16;2
16653;44;2960135936
16655;39;38
16655;12;1145
16655;40;4
16655;18;3
16655;13;31
16655;11;25
16655;14;1
16655;16;3
16655;44;2706048512
17097;39;40
17097;12;827
17097;40;35
17097;18;3
17097;13;17
17097;11;11
17097;14;5
17097;16;3
17097;44;951868416
17131;39;133
17131;12;2635
17131;40;30
17131;18;1
17131;13;132
17131;11;113
17131;14;16
17131;16;1
17131;44;774255296
17214;39;40
17214;12;712
17214;40;4
17214;18;3
17214;13;14
17214;11;8
17214;14;1
17214;16;3
17214;44;656892864
17229;39;25
17229;12;1655
17229;40;35
17229;18;1
17229;13;40
17229;11;30
17229;14;16
17229;16;1
17229;44;1520318592
17231;39;30
17231;12;1636
17231;18;1
17231;13;41
17231;11;29
17231;16;1
17231;44;2986524928
17321;39;166
17321;12;2816
17321;40;15
17321;18;3
17321;13;130
17321;11;117
17321;14;28
17321;16;3
17321;44;4205521920
17379;39;17
17379;12;782
17379;18;1
17379;13;35
17379;11;25
17379;16;1
17379;44;1176166528
17471;39;84
17471;12;2103
17471;40;114
17471;18;1
17471;13;138
17471;11;114
17471;14;146
17471;16;1
17471;44;937532352
17473;39;13
17473;12;373
17473;18;1
17473;13;30
17473;11;11
17473;16;1
17473;44;1734490496
17671;39;10
17671;12;669
17671;40;5
17671;13;10
17671;11;2
17671;14;38
17671;44;3124125440
17710;39;32
17710;12;2678
17710;40;6
17710;18;2
17710;13;61
17710;11;17
17710;14;1
17710;16;2
17710;44;1101063680
17723;39;104
17723;12;3459
17723;18;1
17723;13;113
17723;11;83
17723;16;1
17723;44;573450752
17870;39;27
17870;12;506
17870;18;1
17870;13;56
17870;11;44
17870;16;1
17870;44;1947838720
18044;39;23
18044;12;534
18044;40;1
18044;18;1
18044;13;36
18044;11;15
18044;14;1
18044;16;1
18044;44;2892627200
18056;39;43
18056;12;2646
18056;40;29
18056;18;10
18056;13;76
18056;11;27
18056;14;5
18056;16;10
18056;44;3610337280
18058;39;63
18058;12;3932
18058;40;51
18058;18;3
18058;13;145
18058;11;110
18058;14;107
18058;16;3
18058;44;2404701952
18153;39;227
18153;12;7556
18153;40;135
18153;18;3
18153;13;170
18153;11;160
18153;14;370
18153;16;3
18153;44;2272141824
18518;39;110
18518;12;5157
18518;40;61
18518;18;3
18518;13;167
18518;11;139
18518;14;98
18518;16;3
18518;44;200466848
18611;39;25
18611;12;1037
18611;40;23
18611;18;3
18611;13;22
18611;11;16
18611;14;8
18611;16;3
18611;44;603021952
18619;39;34
18619;12;1601
18619;40;37
18619;18;3
18619;13;41
18619;11;29
18619;14;32
18619;16;3
18619;44;3041154048
18649;39;337
18649;12;16910
18649;40;243
18649;18;3
18649;13;646
18649;11;621
18649;14;273
18649;16;3
18649;44;1841591168
18909;39;27
18909;12;1093
18909;40;23
18909;18;3
18909;13;25
18909;11;15
18909;14;5
18909;16;3
18909;44;4019343360
18914;39;56
18914;12;5242
18914;40;48
18914;18;3
18914;13;180
18914;11;170
18914;14;83
18914;16;3
18914;44;1422459776
19000;39;50
19000;12;6093
19000;40;4
19000;18;1
19000;13;163
19000;11;120
19000;14;1
19000;16;1
19000;44;3767659776
19100;39;473
19100;12;4682
19100;40;3
19100;18;1
19100;13;246
19100;11;234
19100;16;1
19100;44;4123442432
19279;39;178
19279;12;3038
19279;18;1
19279;13;98
19279;11;71
19279;16;1
19279;44;2380771840
19319;39;94
19319;12;436
19319;18;1
19319;13;25
19319;11;12
19319;16;1
19319;44;3406393344
19352;39;107
19352;12;275
19352;18;1
19352;13;18
19352;11;6
19352;16;1
19352;44;1212358400
19382;39;106
19382;12;1697
19382;40;78
19382;18;4
19382;13;81
19382;11;68
19382;14;34
19382;16;4
19382;44;2923148288
19399;39;179
19399;12;31491
19399;18;1
19399;13;869
19399;11;743
19399;16;1
19399;44;1828455680
19583;39;68
19583;12;15493
19583;40;18
19583;18;2
19583;13;437
19583;11;407
19583;14;90
19583;16;2
19583;44;768730880
19674;39;167
19674;12;8758
19674;40;19
19674;18;1
19674;13;363
19674;11;192
19674;14;244
19674;16;1
19674;44;2078520960
19740;39;3
19740;12;255
19740;40;3
19740;13;23
19740;11;11
19740;14;6
19740;44;1332593792
19900;39;2387
19900;12;488838
19900;40;171
19900;18;3
19900;13;10815
19900;11;10815
19900;14;2006
19900;16;3
19900;44;3858349568
20278;39;259
20278;12;7967
20278;40;1
20278;18;1
20278;13;282
20278;11;282
20278;14;1
20278;16;1
20278;44;3076382976
20487;39;169
20487;12;4025
20487;40;41
20487;18;1
20487;13;135
20487;11;130
20487;14;213
20487;16;1
20487;44;2335706624
22568;39;54
22568;12;2594
22568;40;27
22568;13;105
22568;11;105
22568;14;28
22568;44;3255977984
22594;39;123
22594;12;2923
22594;18;1
22594;13;84
22594;11;84
22594;16;1
22594;44;2003990912
22598;39;120
22598;12;14747
22598;40;6
22598;18;5
22598;13;485
22598;11;462
22598;15;2
22598;14;1
22598;16;3
22598;44;420126944
22600;39;171
22600;12;6189
22600;40;116
22600;18;2
22600;13;236
22600;11;179
22600;15;2
22600;14;49
22600;44;1177332992
22603;39;541
22603;12;11322
22603;40;168
22603;18;4
22603;13;382
22603;11;185
22603;14;118
22603;16;4
22603;44;1477982720
22606;39;19
22606;12;327
22606;18;1
22606;13;17
22606;11;4
22606;16;1
22606;44;4196455680
22608;39;29
22608;12;7439
22608;40;1
22608;18;1
22608;13;145
22608;11;137
22608;16;1
22608;44;2200800000
22839;39;131
22839;12;1460
22839;40;61
22839;18;1
22839;13;73
22839;11;73
22839;15;1
22839;14;35
22839;44;857182464
22886;39;2104
22886;12;112760
22886;40;294
22886;18;14
22886;13;4135
22886;11;4120
22886;14;846
22886;16;14
22886;44;2493952000
23508;39;55
23508;12;3548
23508;40;21
23508;13;145
23508;11;130
23508;14;117
23508;44;58094764
23712;39;350
23712;12;6648
23712;40;384
23712;18;1
23712;13;331
23712;11;299
23712;14;533
23712;16;1
23712;44;2452604672
23714;39;193
23714;12;2636
23714;40;99
23714;18;4
23714;13;67
23714;11;59
23714;15;1
23714;14;264
23714;16;3
23714;44;1477908864
24320;39;126
24320;12;9469
24320;40;185
24320;18;4
24320;13;335
24320;11;329
24320;15;1
24320;14;265
24320;16;3
24320;44;3679794688
24553;39;90
24553;12;5323
24553;18;1
24553;13;216
24553;11;176
24553;16;1
24553;44;3020278784
24572;39;161
24572;12;5005
24572;40;1
24572;18;1
24572;13;295
24572;11;279
24572;14;1
24572;16;1
24572;44;3565035008
24754;39;125
24754;12;5029
24754;40;5
24754;13;153
24754;11;147
24754;14;167
24754;44;2180339968
24922;39;152
24922;12;2920
24922;40;8
24922;18;1
24922;13;94
24922;11;94
24922;14;88
24922;16;1
24922;44;3350829824
25081;39;4
25081;12;128
25081;40;3
25081;13;6
25081;11;6
25081;14;12
25081;44;3726423808
25183;39;437
25183;12;8839
25183;40;273
25183;18;9
25183;13;219
25183;11;131
25183;14;74
25183;16;9
25183;44;2462084352
25210;39;280
25210;12;4409
25210;40;98
25210;18;4
25210;13;112
25210;11;112
25210;14;47
25210;16;4
25210;44;3537223936
25212;39;30
25212;12;197
25212;40;1
25212;18;1
25212;13;8
25212;11;8
25212;16;1
25212;44;3463955712
25213;39;37
25213;12;465
25213;40;9
25213;18;1
25213;13;15
25213;11;15
25213;16;1
25213;44;379397472
25214;39;15
25214;12;171
25214;40;1
25214;18;1
25214;13;9
25214;11;9
25214;14;1
25214;16;1
25214;44;585681472
25219;39;80
25219;12;416
25219;40;1
25219;18;1
25219;13;12
25219;11;12
25219;16;1
25219;44;229402304
25240;39;17
25240;12;1077
25240;40;15
25240;18;1
25240;13;41
25240;11;41
25240;14;40
25240;16;1
25240;44;4158891264
25318;39;204
25318;12;2482
25318;40;5
25318;18;1
25318;13;103
25318;11;103
25318;15;1
25318;14;2
25318;44;1689049728
25326;39;2650
25326;12;26898
25326;40;5
25326;18;1
25326;13;1356
25326;11;1356
25326;15;1
25326;14;2
25326;44;354800512
25442;39;37
25442;12;772
25442;18;1
25442;13;33
25442;11;26
25442;16;1
25442;44;822669952
25482;39;4996
25482;12;50971
25482;40;7
25482;18;2
25482;13;2910
25482;11;2910
25482;15;1
25482;14;2
25482;16;1
25482;44;4085321472
25524;39;204
25524;12;2466
25524;40;5
25524;18;1
25524;13;103
25524;11;103
25524;15;1
25524;14;2
25524;44;2690313216
25567;39;3025
25567;12;45425
25567;40;8
25567;18;4
25567;13;2423
25567;11;2413
25567;15;3
25567;14;2
25567;16;1
25567;44;614516416
25623;39;1352
25623;12;13438
25623;40;5
25623;18;1
25623;13;849
25623;11;849
25623;15;1
25623;14;2
25623;44;2984733184
25692;39;85
25692;12;1822
25692;40;5
25692;18;1
25692;13;69
25692;11;69
25692;15;1
25692;14;2
25692;44;4095664128
25696;39;3025
25696;12;53409
25696;40;10
25696;18;2
25696;13;3050
25696;11;3050
25696;15;1
25696;14;2
25696;16;1
25696;44;2516943872
25732;39;1629
25732;12;19875
25732;40;5
25732;18;1
25732;13;1595
25732;11;1542
25732;15;1
25732;14;2
25732;44;1466269952
26255;39;365
26255;12;5853
26255;40;5
26255;18;1
26255;13;358
26255;11;358
26255;15;1
26255;14;2
26255;44;795245248
26339;39;259
26339;12;11268
26339;40;10
26339;18;2
26339;13;263
26339;11;205
26339;14;13
26339;16;2
26339;44;71167328
26551;39;1674
26551;12;40641
26551;40;861
26551;18;12
26551;13;1068
26551;11;1054
26551;15;1
26551;14;2978
26551;16;11
26551;44;928382976
29040;39;244
29040;12;13884
29040;40;12
29040;18;4
29040;13;303
29040;11;303
29040;14;82
29040;16;4
29040;44;2636863744
29057;39;12
29057;12;183
29057;40;2
29057;18;1
29057;13;8
29057;11;3
29057;14;1
29057;16;1
29057;44;2408944384
29060;39;2024
29060;12;31132
29060;40;7
29060;18;3
29060;13;2038
29060;11;2038
29060;15;2
29060;14;2
29060;16;1
29060;44;51903360
29088;39;2344
29088;12;17704
29088;40;5
29088;18;1
29088;13;1286
29088;11;1286
29088;15;1
29088;14;2
29088;44;4133027840
29177;39;544
29177;12;5843
29177;40;5
29177;18;1
29177;13;323
29177;11;323
29177;15;1
29177;14;2
29177;44;2696746240
29290;39;2416
29290;12;33913
29290;40;5
29290;18;1
29290;13;2099
29290;11;2099
29290;15;1
29290;14;2
29290;44;4067841024
29444;39;125
29444;12;5011
29444;40;1
29444;18;1
29444;13;131
29444;11;131
29444;16;1
29444;44;1748698240
29446;39;84
29446;12;4539
29446;40;52
29446;18;8
29446;13;136
29446;11;136
29446;15;1
29446;14;33
29446;16;7
29446;44;2796252928
29467;39;12484
29467;12;125950
29467;40;1777
29467;18;24
29467;13;7245
29467;11;7245
29467;15;4
29467;14;2331
29467;16;20
29467;44;3550737664
29766;39;275
29766;12;4359
29766;40;5
29766;18;1
29766;13;232
29766;11;232
29766;15;1
29766;14;2
29766;44;67413256
29787;39;1467
29787;12;14000
29787;40;203
29787;18;2
29787;13;810
29787;11;810
29787;15;1
29787;14;293
29787;16;1
29787;44;732273920
29816;39;233
29816;12;3177
29816;40;5
29816;18;1
29816;13;169
29816;11;169
29816;15;1
29816;14;2
29816;44;922572032
29826;39;5
29826;12;162
29826;40;19
29826;13;10
29826;11;10
29826;14;7
29826;44;137393616
29860;39;120
29860;12;1196
29860;40;5
29860;18;1
29860;13;53
29860;11;53
29860;15;1
29860;14;2
29860;44;3729975808
29866;39;37
29866;12;5240
29866;40;4
29866;18;1
29866;13;99
29866;11;99
29866;14;1
29866;16;1
29866;44;3386364160
31024;39;162
31024;12;54779
31024;40;1
31024;18;1
31024;13;1053
31024;11;1053
31024;14;1
31024;16;1
31024;44;4049982464
31082;39;18
31082;12;1341
31082;40;1
31082;18;3
31082;13;26
31082;11;26
31082;15;3
31082;14;1
31082;44;3457204224
31083;39;9
31083;12;1357
31083;40;2
31083;18;2
31083;13;27
31083;11;27
31083;15;2
31083;14;1
31083;44;2734543104
31085;39;27
31085;12;1373
31085;40;1
31085;18;1
31085;13;32
31085;11;32
31085;16;1
31085;44;3910121216
31086;39;36
31086;12;1594
31086;40;1
31086;18;5
31086;13;29
31086;11;29
31086;16;5
31086;44;1428467456
31089;39;453
31089;12;14359
31089;40;93
31089;18;2
31089;13;490
31089;11;487
31089;14;4
31089;16;2
31089;44;4087324416
31091;39;108
31091;12;5786
31091;40;23
31091;18;1
31091;13;134
31091;11;131
31091;14;1
31091;16;1
31091;44;3503535616
31093;39;202
31093;12;7009
31093;40;40
31093;18;8
31093;13;201
31093;11;198
31093;14;12
31093;16;8
31093;44;1181891200
31095;39;12
31095;12;239
31095;40;11
31095;18;3
31095;13;11
31095;11;8
31095;14;2
31095;16;3
31095;44;585244544
31097;39;131
31097;12;5407
31097;40;278
31097;18;3
31097;13;180
31097;11;160
31097;14;158
31097;16;3
31097;44;3899034880
31099;39;12
31099;12;454
31099;40;18
31099;13;18
31099;11;15
31099;14;115
31099;44;4219618048
31101;39;6
31101;12;350
31101;18;2
31101;13;13
31101;11;13
31101;16;2
31101;44;203858992
31143;39;15
31143;12;362
31143;40;31
31143;13;15
31143;11;4
31143;14;10
31143;44;232547232
31192;39;25
31192;12;337
31192;40;8
31192;18;1
31192;13;13
31192;11;10
31192;14;65
31192;16;1
31192;44;1524664192
31254;39;9
31254;12;241
31254;40;2
31254;18;1
31254;13;10
31254;11;7
31254;14;1
31254;16;1
31254;44;374821568
31256;39;264
31256;12;6933
31256;40;52
31256;18;6
31256;13;245
31256;11;242
31256;14;36
31256;16;6
31256;44;1117642624
31258;39;15
31258;12;444
31258;40;3
31258;18;1
31258;13;21
31258;11;18
31258;14;1
31258;16;1
31258;44;3701833984
31269;39;2
31269;12;164
31269;40;3
31269;18;1
31269;13;6
31269;11;3
31269;14;1
31269;16;1
31269;44;2527802368
31271;39;87
31271;12;3967
31271;40;1
31271;18;1
31271;13;144
31271;11;144
31271;14;1
31271;16;1
31271;44;3170692096
31432;39;2
31432;12;166
31432;40;2
31432;18;1
31432;13;6
31432;11;3
31432;14;1
31432;16;1
31432;44;493842944
31434;39;135
31434;12;237
31434;40;12
31434;18;3
31434;13;12
31434;11;9
31434;14;2
31434;16;3
31434;44;585055616
31436;39;202
31436;12;2355
31436;40;1
